Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
CA-2014-124247,16/12/2014,21/12/2014,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823,West,Anna Andreadi,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Not,1403.92,5,0.2,70.2
US-2017-109610,25/11/2017,30/11/2017,Second Class,BS-11590,Brendan Sweed,Corporate,United States,Louisville,Kentucky,40214,South,Cassandra Brandow,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Not,701.96,2,0,168.47
CA-2016-146913,31/10/2016,31/10/2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Not,1403.92,5,0.2,70.2
CA-2014-111451,26/12/2014,28/12/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Anna Andreadi,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Not,230.35,3,0.2,20.16
CA-2017-142636,11/03/2017,11/07/2017,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Not,307.14,4,0.2,26.87
CA-2015-114300,13/10/2015,17/10/2015,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,Cassandra Brandow,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Not,287.94,3,0,77.74
CA-2017-136350,24/06/2017,26/06/2017,Second Class,GA-14515,George Ashbrook,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Not,172.76,2,0.1,32.63
CA-2015-107678,21/04/2015,28/04/2015,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,Cassandra Brandow,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Yes,191.96,2,0,51.83
CA-2015-123141,14/11/2015,19/11/2015,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Rio Rancho,New Mexico,87124,West,Anna Andreadi,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Not,230.35,3,0.2,20.16
CA-2016-119186,26/05/2016,26/05/2016,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106,Central,Kelly Williams,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Not,388.43,5,0.3,-88.78
US-2017-139969,19/11/2017,26/11/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,College Station,Texas,77840,Central,Kelly Williams,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Not,233.06,3,0.3,-53.27
CA-2016-150350,23/08/2016,30/08/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Not,532.7,6,0.2,-39.95
CA-2015-122406,08/02/2015,08/05/2015,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,Chuck Magee,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Not,110.98,1,0,15.54
US-2015-126977,17/09/2015,23/09/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Not,199.76,2,0.1,8.88
US-2014-143721,23/11/2014,26/11/2014,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Houston,Texas,77095,Central,Kelly Williams,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Not,155.37,2,0.3,-35.51
CA-2017-120061,11/02/2017,11/07/2017,Second Class,SR-20425,Sharelle Roach,Home Office,United States,Springfield,Ohio,45503,East,Chuck Magee,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Not,155.37,2,0.3,-35.51
US-2017-110604,15/05/2017,20/05/2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Not,42.62,2,0.2,4.26
CA-2017-141733,05/07/2017,05/11/2017,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,48234,Central,Kelly Williams,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Not,26.64,1,0,7.46
US-2014-139500,16/11/2014,20/11/2014,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Decatur,Illinois,62521,Central,Kelly Williams,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Not,37.3,2,0.3,-1.07
CA-2017-133102,17/08/2017,24/08/2017,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,Kelly Williams,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Not,74.59,4,0.3,-2.13
CA-2015-137302,26/04/2015,26/04/2015,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Not,63.94,3,0.2,6.39
CA-2016-136406,15/04/2016,17/04/2016,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Not,1121.57,2,0.2,0
CA-2015-139731,15/10/2015,15/10/2015,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,Kelly Williams,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Yes,2453.43,5,0.3,-350.49
CA-2014-143903,20/07/2014,24/07/2014,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,Kelly Williams,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Not,981.37,2,0.3,-140.2
CA-2016-122903,27/05/2016,29/05/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,Kelly Williams,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Not,3504.9,5,0,700.98
CA-2017-118892,17/08/2017,22/08/2017,Second Class,TP-21415,Tom Prescott,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Not,4416.17,9,0.3,-630.88
CA-2017-102204,05/01/2017,05/06/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Not,2803.92,5,0.2,0
CA-2015-164777,27/01/2015,29/01/2015,First Class,SC-20305,Sean Christensen,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Not,2803.92,5,0.2,0
CA-2014-116246,09/12/2014,09/12/2014,Second Class,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Not,3785.29,6,0.1,420.59
CA-2017-148999,30/01/2017,02/04/2017,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,33142,South,Cassandra Brandow,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Not,419.14,4,0.2,-68.11
CA-2015-119550,26/12/2015,31/12/2015,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Not,275.06,3,0.3,-90.38
CA-2016-123946,09/12/2016,09/12/2016,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,22153,South,Cassandra Brandow,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,Not,1059.12,4,0,307.14
CA-2017-128363,13/08/2017,18/08/2017,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109,South,Cassandra Brandow,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,Not,423.65,2,0.2,47.66
CA-2015-110863,17/11/2015,24/11/2015,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Kelly Williams,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,Not,1323.9,5,0,383.93
CA-2015-160227,11/02/2015,11/04/2015,First Class,ED-13885,Emily Ducich,Home Office,United States,New York City,New York,10011,East,Chuck Magee,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,Not,2621.32,11,0.1,553.39
CA-2016-128818,05/07/2016,05/11/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,Not,442.76,4,0.1,59.04
CA-2016-149979,23/09/2016,28/09/2016,Second Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Georgia,31907,South,Cassandra Brandow,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,Not,368.97,3,0,81.17
CA-2015-105627,03/08/2015,03/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,Kelly Williams,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,Not,860.93,7,0,189.4
CA-2017-164378,15/07/2017,18/07/2017,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,Not,664.15,6,0.1,88.55
CA-2016-140130,31/10/2016,31/10/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,Kelly Williams,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,Not,368.97,3,0,81.17
CA-2016-149314,07/02/2016,07/07/2016,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,Not,195.18,1,0.2,19.52
CA-2016-152289,26/08/2016,28/08/2016,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,Kelly Williams,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,Not,1024.72,6,0.3,-29.28
CA-2014-161508,07/12/2014,07/12/2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,Kelly Williams,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,Not,512.36,3,0.3,-14.64
CA-2017-150266,25/11/2017,30/11/2017,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,Kelly Williams,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,Not,853.93,5,0.3,-24.4
CA-2017-152702,10/12/2017,10/12/2017,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Rockford,Illinois,61107,Central,Kelly Williams,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Not,254.6,14,0.3,-18.19
CA-2016-137204,28/04/2016,05/05/2016,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,Anna Andreadi,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Not,41.57,2,0.2,2.6
CA-2014-142727,29/04/2014,29/04/2014,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,Cassandra Brandow,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Not,51.96,2,0,12.99
CA-2016-154060,05/02/2016,05/08/2016,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405,South,Cassandra Brandow,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Not,187.06,9,0.2,11.69
US-2015-164966,30/07/2015,30/07/2015,First Class,GH-14410,Gary Hansen,Home Office,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Not,155.88,6,0,38.97
CA-2014-162089,30/03/2014,30/03/2014,First Class,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,78521,Central,Kelly Williams,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Not,127.3,7,0.3,-9.09
CA-2016-151148,09/12/2016,09/12/2016,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,Anna Andreadi,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Not,83.14,4,0.2,5.2
CA-2017-156776,08/07/2017,08/11/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,Anna Andreadi,FUR-CH-10002317,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Not,207.18,1,0.2,25.9
CA-2017-149559,09/11/2017,09/12/2017,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805,West,Anna Andreadi,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,Not,2054.27,8,0.2,256.78
CA-2014-145387,31/10/2014,31/10/2014,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Chuck Magee,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,Not,1604.9,5,0,481.47
CA-2015-120677,31/05/2015,31/05/2015,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,Not,2567.84,8,0,770.35
CA-2014-103310,05/10/2014,05/10/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,Anna Andreadi,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,Not,256.78,1,0.2,32.1
US-2016-157945,26/09/2016,26/09/2016,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,Kelly Williams,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Not,747.56,3,0.3,-96.11
US-2014-147627,20/01/2014,26/01/2014,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,Cassandra Brandow,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Not,1067.94,3,0,224.27
CA-2016-114727,18/07/2016,24/07/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,Anna Andreadi,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Yes,854.35,3,0.2,10.68
CA-2017-154074,31/08/2017,31/08/2017,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,Anna Andreadi,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Yes,569.57,2,0.2,7.12
US-2017-118941,08/12/2017,08/12/2017,Same Day,BB-11545,Brenda Bowman,Corporate,United States,Columbia,Maryland,21044,East,Chuck Magee,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Not,1779.9,5,0,373.78
CA-2016-169670,25/12/2016,31/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Not,2563.06,8,0.1,313.26
CA-2015-144267,21/08/2015,23/08/2015,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Yes,544.01,3,0.2,40.8
CA-2016-114727,18/07/2016,24/07/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,Anna Andreadi,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Yes,544.01,3,0.2,40.8
CA-2016-136329,07/09/2016,07/09/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Not,408.01,2,0.1,72.53
CA-2017-120376,22/12/2017,25/12/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,Kelly Williams,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Not,1586.69,7,0,412.54
CA-2016-118759,14/11/2016,17/11/2016,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Not,408.01,2,0.1,72.53
US-2014-117968,08/05/2014,08/07/2014,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,Chuck Magee,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Not,1133.35,5,0,294.67
US-2017-112347,12/02/2017,12/06/2017,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219,West,Anna Andreadi,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Not,906.68,5,0.2,68
US-2014-144078,25/11/2014,29/11/2014,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Not,725.34,4,0.2,54.4
CA-2016-160108,12/08/2016,12/12/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Kelly Williams,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Not,680.01,3,0,176.8
CA-2016-115756,09/05/2016,09/07/2016,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,Kelly Williams,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,Not,242.94,3,0,29.15
CA-2014-123295,18/07/2014,18/07/2014,Same Day,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,Anna Andreadi,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,Not,259.14,4,0.2,-25.91
CA-2015-161718,12/04/2015,12/10/2015,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,Chuck Magee,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,Not,364.41,5,0.1,8.1
US-2015-146745,09/03/2015,09/08/2015,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,Not,129.57,2,0.2,-12.96
CA-2016-133697,20/10/2016,24/10/2016,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,Not,56.69,1,0.3,-14.58
CA-2017-156237,14/09/2017,15/09/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,Not,113.37,2,0.3,-29.15
US-2017-168613,10/08/2017,14/10/2017,Standard Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,Not,145.76,2,0.1,3.24
CA-2014-148586,25/03/2014,25/03/2014,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Not,366.79,7,0.1,65.21
CA-2017-124296,24/12/2017,28/12/2017,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Lafayette,Louisiana,70506,South,Cassandra Brandow,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Not,232.88,4,0,60.55
CA-2014-116568,14/12/2014,20/12/2014,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Deltona,Florida,32725,South,Cassandra Brandow,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Not,186.3,4,0.2,13.97
CA-2014-113768,13/05/2014,19/05/2014,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Not,279.46,6,0.2,20.96
CA-2015-109862,25/10/2015,30/10/2015,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711,East,Chuck Magee,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Not,291.1,5,0,75.69
CA-2014-125150,16/05/2014,23/05/2014,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Not,232.88,5,0.2,17.47
CA-2014-164973,11/04/2014,11/09/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Chuck Magee,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,135.88,1,0.1,24.16
CA-2016-126158,25/07/2016,31/07/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Anna Andreadi,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,241.57,2,0.2,18.12
CA-2017-128370,09/10/2017,09/10/2017,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,362.35,3,0.2,27.18
CA-2014-136399,16/12/2014,17/12/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,Anna Andreadi,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,241.57,2,0.2,18.12
CA-2017-113355,12/01/2017,12/05/2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,Kelly Williams,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,317.06,3,0.3,-18.12
US-2014-133130,27/09/2014,27/09/2014,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037,West,Anna Andreadi,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,603.92,5,0.2,45.29
CA-2017-169978,24/12/2017,28/12/2017,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572,East,Chuck Magee,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,271.76,2,0.1,48.31
CA-2014-135608,12/08/2014,12/10/2014,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,Anna Andreadi,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,603.92,5,0.2,45.29
CA-2014-100678,18/04/2014,22/04/2014,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,317.06,3,0.3,-18.12
CA-2017-100615,20/04/2017,24/04/2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,60653,Central,Kelly Williams,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,317.06,3,0.3,-18.12
US-2017-158526,29/12/2017,01/01/2018,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214,South,Cassandra Brandow,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,1207.84,8,0,314.04
CA-2015-134894,12/07/2015,12/11/2015,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,283.92,4,0,70.98
CA-2015-101910,27/11/2015,27/11/2015,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore,California,92530,West,Anna Andreadi,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Yes,283.92,5,0.2,17.75
CA-2017-123638,27/06/2017,27/06/2017,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601,East,Chuck Magee,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,191.65,3,0.1,31.94
US-2016-148110,09/05/2016,09/11/2016,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,Kelly Williams,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,347.8,7,0.3,-24.84
CA-2016-157511,18/09/2016,20/09/2016,First Class,SV-20365,Seth Vernon,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,99.37,2,0.3,-7.1
CA-2017-113530,19/05/2017,21/05/2017,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,681.41,12,0.2,42.59
US-2014-109162,06/08/2014,06/12/2014,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Bristol,Tennessee,37620,South,Cassandra Brandow,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,170.35,3,0.2,10.65
